AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,version
0,0,0,0,87,10,34,42,699,21,7,2405,711,2413,1423,402,2,398,2,1444,5052,2,208,1234,61899,0,0,61899,7458,0,0,7458,24186,0,24186,30255,0,0,30255,2426,0,11006,6350,0,6350,4656,0,4656,2316,2311,2341,2118,11,8,7,3,4,1.25,2680,2675,2706,2462,v0.3.8
0,0,0,0,87,10,34,42,755,21,12,2570,767,2578,1575,465,2,461,2,1596,5551,2,223,1371,66762,0,0,66762,8053,0,0,8053,26253,0,26253,32456,0,0,32456,2580,0,11886,6836,0,6836,5050,0,5050,2506,2505,2531,2301,8,8,7,3,4,1.24,2860,2855,2887,2627,v0.3.9
0,0,0,0,87,10,34,42,886,4,50,3040,900,3048,1761,480,10,468,2,1765,6079,8,282,1475,79060,0,0,79060,9568,0,0,9568,31240,0,31240,38252,0,0,38252,2922,0,14254,8099,0,8099,6155,0,6155,2814,2807,2856,2582,11,8,7,3,4,1.22,3406,3399,3460,3130,v0.4.0
0,0,0,0,87,10,34,42,886,5,36,3040,900,3048,1873,537,11,524,2,1878,6132,7,283,1588,79060,0,0,79060,9568,0,0,9568,31240,0,31240,38252,0,0,38252,3029,0,14254,8099,0,8099,6155,0,6155,2926,2919,2959,2688,11,8,7,3,4,1.22,3406,3399,3460,3130,v0.4.1
0,0,0,0,87,10,34,42,907,5,30,3092,926,3099,1842,531,10,517,4,1847,4621,7,324,1516,81414,0,0,81414,9840,0,0,9840,32357,0,32357,39217,0,0,39217,3086,0,14575,8297,0,8297,6278,0,6278,2982,2975,3040,2708,11,8,7,3,4,1.21,3486,3479,3545,3188,v0.4.10
0,0,0,0,87,10,34,42,907,4,43,3092,926,3099,1831,539,10,525,4,1835,4560,7,320,1508,81430,0,0,81430,9842,0,0,9842,32365,0,32365,39223,0,0,39223,3044,0,14575,8297,0,8297,6278,0,6278,2944,2937,3003,2679,11,8,7,2,4,1.21,3486,3479,3545,3188,v0.4.11
0,0,0,0,88,10,35,42,910,2,30,3101,929,3108,1957,582,10,568,4,1959,4797,6,322,1631,81798,0,0,81798,9889,0,0,9889,32557,0,32557,39352,0,0,39352,3145,0,14645,8328,0,8328,6317,0,6317,3076,3072,3132,2806,8,8,7,3,4,1.21,3500,3492,3558,3193,v0.4.12
0,0,0,0,87,10,35,42,920,6,31,3132,939,3139,1859,512,10,498,4,1865,4661,8,340,1517,82623,0,0,82623,9996,0,0,9996,32872,0,32872,39755,0,0,39755,3049,0,14799,8406,0,8406,6393,0,6393,2978,2974,3024,2707,8,8,7,3,4,1.21,3540,3532,3599,3226,v0.4.13
0,0,0,0,88,10,35,42,920,7,30,3135,939,3142,1834,519,10,505,4,1841,4617,8,339,1494,82666,0,0,82666,9999,0,0,9999,32891,0,32891,39776,0,0,39776,3098,0,14807,8414,0,8414,6393,0,6393,2987,2979,3045,2700,11,8,7,3,4,1.21,3543,3535,3602,3229,v0.4.14
0,0,0,0,88,10,35,42,912,4,29,3131,931,3140,1851,534,10,520,4,1855,4624,7,329,1519,82545,0,47,82498,9965,0,6,9959,32899,33,32866,39681,0,8,39673,3092,0,14795,8402,10,8392,6396,16,6380,2983,2975,3043,2709,11,8,7,3,4,1.21,3538,3530,3598,3225,v0.4.15
